number,id,name,speed,positionX,positionY,timestamp,in,out,left_id,front_id,right_id,back_id,left_distance,front_distance,right_distance,back_distance
429,23,Motorcycle,1km/h,1242,565,1688952392332,,
430,24,Motorcycle,28km/h,1364,173,1688952392332,,
431,25,Car_7,37km/h,563,369,1688952392332,,
432,26,Car_7,0km/h,1729,201,1688952392332,,
433,27,Car_7,6km/h,648,355,1688952392332,,
434,1,Car_7,4km/h,1435,278,1688952392365,,
435,2,Car_7,7km/h,1350,332,1688952392365,,
436,3,Motorcycle,2km/h,1283,443,1688952392365,,
437,4,Car_7,2km/h,1533,239,1688952392365,,
438,5,Car_7,5km/h,1540,225,1688952392365,,
439,6,Car_7,3km/h,1574,315,1688952392365,,
440,7,Car_7,1km/h,1659,301,1688952392365,,
441,8,Motorcycle,1km/h,1582,389,1688952392365,,
442,9,Car_7,5km/h,166,231,1688952392365,,
443,10,Car_7,3km/h,1323,335,1688952392365,,
444,11,Car_7,3km/h,1470,405,1688952392365,,
445,13,Motorcycle,1km/h,1530,436,1688952392365,,
446,14,Motorcycle,4km/h,1027,518,1688952392365,,
447,15,Motorcycle,5km/h,955,484,1688952392365,,
448,16,Motorcycle,10km/h,753,932,1688952392365,,
449,17,Motorcycle,1km/h,1151,430,1688952392365,,
450,18,Motorcycle,1km/h,1362,581,1688952392365,,
451,19,Motorcycle,1km/h,1049,789,1688952392365,,
452,20,Car_more_7,1km/h,1293,339,1688952392365,,
453,21,Motorcycle,1km/h,1469,492,1688952392365,,
454,22,Car_7,9km/h,717,240,1688952392365,,
455,23,Motorcycle,1km/h,1242,565,1688952392365,,
456,24,Motorcycle,26km/h,1364,173,1688952392365,,
457,25,Car_7,34km/h,563,369,1688952392365,,
458,26,Car_7,0km/h,1729,201,1688952392365,,
459,27,Car_7,6km/h,649,355,1688952392365,,
460,28,Car_7,,709,228,1688952392365,,
461,1,Car_7,4km/h,1435,279,1688952392398,,
462,2,Car_7,5km/h,1350,332,1688952392398,,
463,3,Motorcycle,2km/h,1283,443,1688952392398,,
464,4,Car_7,2km/h,1532,239,1688952392398,,
465,5,Car_7,5km/h,1541,225,1688952392398,,
466,6,Car_7,3km/h,1574,315,1688952392398,,
467,7,Car_7,1km/h,1659,301,1688952392398,,
468,8,Motorcycle,1km/h,1582,389,1688952392398,,
469,9,Car_7,5km/h,166,231,1688952392398,,
470,10,Car_7,2km/h,1323,335,1688952392398,,
471,11,Car_7,3km/h,1471,405,1688952392398,,
472,13,Motorcycle,1km/h,1530,436,1688952392398,,
473,14,Motorcycle,4km/h,1027,517,1688952392398,,
474,15,Motorcycle,4km/h,955,484,1688952392398,,
475,16,Motorcycle,9km/h,753,932,1688952392398,,
476,17,Motorcycle,0km/h,1151,430,1688952392398,,
477,18,Motorcycle,0km/h,1362,581,1688952392398,,
478,19,Motorcycle,0km/h,1049,789,1688952392398,,
479,20,Car_more_7,0km/h,1293,339,1688952392398,,
480,21,Motorcycle,1km/h,1469,492,1688952392398,,
481,22,Car_7,8km/h,717,240,1688952392398,,
482,23,Motorcycle,0km/h,1242,565,1688952392398,,
483,24,Motorcycle,24km/h,1364,173,1688952392398,,
484,25,Car_7,31km/h,563,369,1688952392398,,
485,26,Car_7,0km/h,1729,201,1688952392398,,
